Artist,Album,Song,Streams
Ja¥en X District,hand in hand,hand in hand,31803
Ja¥en X District,Features,Gravity,28658
Ja¥en X District,Phantom,Phantom (Ghost Mode),28319
Ja¥en X District,i still hear your voice,i still hear your voice,25588
Ja¥en X District,NEVERMORE,dying ember,18600
Ja¥en X District,nightfall it echoes,nightfall it echoes,17772
Ja¥en X District,Features,Neon Lights,16083
Ja¥en X District,NEVERMORE,deadman's fairytale,14225
Ja¥en X District,NEVERMORE,graveyard melody,12683
Ja¥en X District,NEVERMORE,nevermore,10167
Ja¥en X District,NEVERMORE,for evermore,8592
Ja¥en X District,NEVERMORE,bed of knives,7203
Ja¥en X District,NEVERMORE,run boy,6109
Ja¥en X District,NEVERMORE,incantation (interlude),4747
Ja¥en X District,BRING YOU,BRING YOU,3176
Ja¥en X District,once upon a midnight dreary...,all the lies that you spoke sounded beautiful,3002
Ja¥en X District,once upon a midnight dreary...,"light can be easy to love, so darling show me your darkness",1526
Ja¥en X District,once upon a midnight dreary...,you're the only one i crave,1525
Ja¥en X District,once upon a midnight dreary...,"she loves me not, she'll love me never...",1506
Ja¥en X District,once upon a midnight dreary...,"don't leave me on my own, see you later",1490
Ja¥en X District,Features,On my mind (interlude) [feat. Ja??en X District],1442
Ja¥en X District,once upon a midnight dreary...,reek of murder such as none before,1315
Ja¥en X District,once upon a midnight dreary...,i'm done breathing,1278
Ja¥en X District,once upon a midnight dreary...,my heart is left to decay,1020
Ja¥en X District,once upon a midnight dreary...,i can hardly speak when i enter the night,0
N3WPORT,Zombie,Zombie (Zombic & Felix Schorn Remix),24253475
N3WPORT,Zombie,Zombie,8079033
N3WPORT,Falling,Falling,3897064
N3WPORT,Zombie,Zombie (RudeLies Remix),1646018
N3WPORT,Stay The Night,Stay The Night,1302716
N3WPORT,Adrenaline,Adrenaline,1300377
N3WPORT,Alive,Alive,1225742
N3WPORT,Power,Power,1218169
N3WPORT,Features,Back to Black,1009267
N3WPORT,By My Side,By My Side,977059
N3WPORT,Out of Sight,Out of Sight,956718
N3WPORT,Castle,Castle,864519
N3WPORT,Gasoline,Gasoline,800506
N3WPORT,Down,Down,636160
N3WPORT,Whisper,Whisper,620020
N3WPORT,Runaway,Runaway,428064
N3WPORT,Touchdown,Touchdown,371294
N3WPORT,Light,Light,365197
N3WPORT,Falling For You,Falling For You,345034
N3WPORT,Home EP,Home,314235
N3WPORT,Back to You,Back to You,264926
N3WPORT,Home EP,New Day (feat. Annaka),260689
N3WPORT,Ride or Die,Ride or Die,236402
N3WPORT,Catch My Breath,Reload,223550
N3WPORT,Heartbeat,Heartbeat,201919
N3WPORT,Catch My Breath,Catch My Breath,189785
N3WPORT,The Old Us,The Old Us,184271
N3WPORT,Be with You,Be with You,179577
N3WPORT,Disappearance,Disappearance,160376
N3WPORT,Features,Chasing - N3wport Remix,143060
N3WPORT,Features,Butterflies - N3WPORT Remix,132919
N3WPORT,Home EP,Breath,130695
N3WPORT,Double Heart,Double Heart - N3WPORT Remix,123528
N3WPORT,What We Used To Be,What We Used To Be,121736
N3WPORT,Features,pictures. - N3WPORT Remix,116718
N3WPORT,Today,Today,116618
N3WPORT,Best Part Of Me EP,Best Part Of Me,98745
N3WPORT,Pain,Pain,89132
N3WPORT,Thank You,Thank You,79127
N3WPORT,Catch My Breath,Dark Eyes,75867
N3WPORT,Features,Nightmares - N3WPORT Remix,42115
N3WPORT,Dreaming,Dreaming,41790
N3WPORT,Can't Stay,Can't Stay,37708
N3WPORT,Where Did You Go,Where Did You Go,36159
N3WPORT,Care,Care,31036
N3WPORT,GIVE IT,GIVE IT,29140
N3WPORT,Falling Remixes,Falling (feat. Emy Smith) - N3wport Remix,28617
N3WPORT,Blindspot,Blindspot - N3WPORT Remix,26589
N3WPORT,Set Me Free,Set Me Free,22198
N3WPORT,Make Em Bounce,Make Em Bounce - Original Mix,20184
N3WPORT,Features,Heaven - N3wport Remix,17362
N3WPORT,Features,The Way You Are (feat. The Ready Set) - N3WPORT Remix,14282
N3WPORT,Home EP,My Love,13674
N3WPORT,Best Part Of Me EP,Miss You,11860
N3WPORT,Spaces,Spaces,11511
N3WPORT,Features,Bring Me Back - N3WPORT Remix,10649
N3WPORT,Home EP,Green Journal,9131
N3WPORT,Home EP,I'll Be There (feat. Low Key Legends),9066
N3WPORT,Time,Time,8653
N3WPORT,Best Part Of Me EP,Where You Are Now,8182
N3WPORT,Catch My Breath,Intro,4685
N3WPORT,Features,Good Love (feat. Ericalisa) - N3wport Remix,3877
N3WPORT,Running To You,Running To You,3360
N3WPORT,Midnight,Midnight - Kid Optimus Remix,2262
N3WPORT,Fried Shrimp,Fried Shrimp - Original Mix,1529
N3WPORT,Midnight,Midnight - Original Mix,1454
N3WPORT,3 AM,3 AM - Original Mix,1447
N3WPORT,Loca,Loca - Original Mix,1404
N3WPORT,Are You Ready,Are You Ready,1218
N3WPORT,Scissors,Scissors - Original Mix,1162
N3WPORT,Scissors,Loaded - Original Mix,1111
N3WPORT,Midnight,Voices - Original Mix,1086
N3WPORT,Razor,Razor - Original Mix,1073
N3WPORT,Orphan,Funky Groove - N3wport Remix,0
Protostar,Galaxies,Galaxies,3085746
Protostar,New Horizons,New Horizons,2235093
Protostar,No Turning Back,No Turning Back,1091207
Protostar,No Fire,No Fire,1061724
Protostar,Chrysalis,Chrysalis,808450
Protostar,Aria Math,Aria Math - Protostar Remix,764288
Protostar,SEQUENCE,MELTDOWN,700253
Protostar,Overdrive,Overdrive,680817
Protostar,Where I Belong,Where I Belong,647355
Protostar,Feel Your Heart,Feel Your Heart,610780
Protostar,Genesis,Genesis,585949
Protostar,Us Against The World,Us Against The World - Protostar Remix,511095
Protostar,Isolation,Isolation,505098
Protostar,Echoes Of The Past,Echoes Of The Past,480291
Protostar,Without You,Without You,427510
Protostar,Andromeda,Andromeda,372586
Protostar,Galaxies,Galaxies - Rogue Remix,337749
Protostar,Orphan,Scorpion Pit,329580
Protostar,Scorpion Pit,Scorpion Pit - VIP Mix,239596
Protostar,SEQUENCE,TITAN,203348
Protostar,After Dark,After Dark - Protostar Remix,137100
Protostar,SEQUENCE,PURSUIT,134768
Protostar,SEQUENCE,,108618
Protostar,Chemical Plant Zone,Chemical Plant Zone (Protostar Remix),106450
Protostar,Features,Duality,82931
Protostar,SEQUENCE,<\exit.seq>,76524
Protostar,Chances,Chances,72918
Protostar,Features,Take Me Home (feat. Jem Cooke) (Protostar Remix),66737
Protostar,Without You,Without You - Instrumental,43780
Protostar,Stolen Dreams,Stolen Dreams,39967
Protostar,Scorpion Pit,Scorpion Pit - Disprove Remix,38834
Protostar,Scorpion Pit,Scorpion Pit - Mandorli Remix,36721
Protostar,Overdrive,Overdrive - Instrumental,32027
Protostar,Time,Time (ft. Teasha Huns) (Protostar Remix),31744
Protostar,Ruxxa - Single,Ruxxa,30080
Protostar,Modern Energy,Modern Energy,27472
Protostar,Faded Time,Faded Time (SoundNet Remix),26692
Protostar,After Dark,After Dark (Protostar Remix) - Instrumental,18407
Protostar,Features,Asymmetric,14274
Protostar,Scorpion Pit,Scorpion Pit - Audeka Remix,11301
Calivania,DOOM,DOOM,2685379
Calivania,Flatline,Flatline,1886077
Calivania,Shadow,Shadow (feat. Calivania),615297
Calivania,Black Velvet & Chrome,Black Velvet & Chrome,582465
Calivania,DOOM,DOOM (MEMBA Remix),267891
Calivania,Features,Flatline - Reprise,239200
Calivania,IN THE DARK,IN THE DARK,34828
Calivania,Features,Flatline - Acoustic Mix,30390
Illijah,Orphan,On My Way,25539219
Illijah,Orphan,Falling Apart,2097066
Illijah,Tatted Up,Tatted Up,722966
Illijah,Dance on Me,Dance on Me,510854
Illijah,Tyb,Tyb,216097
Illijah,So Fly,So Fly (feat. C-Styles),122436
Illijah,Roll Up,Roll Up - Remix,105624
Illijah,Features,All Mine,87900
Illijah,Shake It,Shake It,86833
Illijah,Orphan,Im All That,62635
Illijah,Orphan,Give Her What She Wants,61722
Illijah,Orphan,Kick It With Our Clothes Off,60245
Illijah,Features,Whine Up,58028
Illijah,Features,S.F.C.R.n.,52105
Illijah,Home Alone,Home Alone,51061
Illijah,Orphan,Do my Thing,47769
Illijah,Orphan,Such A Fool,46501
Illijah,Your Love,Your Love,45140
Illijah,Body On Fuego,Body On Fuego - Remix,34162
Illijah,It's My Birthday,It's My Birthday,29899
Illijah,Orphan,You Straight,27650
Illijah,Orphan,Break You Off,26554
Illijah,Speechless,Speechless,24454
Illijah,Orphan,So Fly,23545
Illijah,Features,Back It Up,17261
Illijah,Don't Stop It,Don't Stop It,15931
Illijah,Features,Body on Fuego,14779
Illijah,Waterfalls,Waterfalls,9179
Illijah,You Got That,You Got That,7390
Illijah,Ass Like That,Ass Like That,5255
Yami/Hikari,Wake Up!,Wake Up!,398604
Yami/Hikari,Apricity,Apricity,396062
Yami/Hikari,Hikari,Hikari,297665
Yami/Hikari,Dusk,Dusk,190891
Yami/Hikari,31 October,31 October,158733
Yami/Hikari,Yami,Yami,147025
Yami/Hikari,Night Drive,Night Drive,31533
Yami/Hikari,Haku,Haku,23422
Yami/Hikari,Curtains,Curtains,16827
Yami/Hikari,Saku,Saku,16538
Yami/Hikari,Empyrean,Empyrean,7730
Yami/Hikari,Komorebi,Komorebi,2849
Fred V,Features,Endorphins - Sub Focus Vs. Fred V & Grafix Remix,14910073
Fred V,Features,Just A Thought,5654318
Fred V,Drowning In You,Drowning In You,5595979
Fred V,Proximity,Really Happy Aliens,2044732
Fred V,Burning Me,Burning Me,1845836
Fred V,Features,Icarus - Fred V & Grafix Remix,1338578
Fred V,Orphan,One of These Days,1334986
Fred V,Features,Anywhere (feat. Will Heard) - Fred V & Grafix Remix,1319362
Fred V,Features,Write It Down - Fred V Remix,1234046
Fred V,Features,Still Here - Fred V & Grafix Remix,1145218
Fred V,Features,Maybe - Fred V & Grafix Remix,995910
Fred V,Distance,Away,915315
Fred V,Orphan,Simple Beginnings,862917
Fred V,Liquicity Memoirs,Paradise,753880
Fred V,You Keep Me High,You Keep Me High,572989
Fred V,Apeldoorn Jamming / Atmosphere,Atmosphere,497371
Fred V,Features,Running Low (feat. Beth Ditto) - Fred V & Grafix Remix,453359
Fred V,Distance,Light In The Distance,420763
Fred V,Features,Not Giving In - Fred V Remix,406449
Fred V,Proximity,Proximity,398966
Fred V,Features,Don't Want You Back (feat. Kiesza) - Fred V & Grafix Remix,394444
Fred V,Liquicity Memoirs,In My Head,344205
Fred V,Drowning In You,Drowning In You - Levela Remix,286585
Fred V,Drowning In You,Drowning In You - Chill Mix,246034
Fred V,Features,Camargue - Fred V & Grafix Remix,239691
Fred V,Icarus / Reaching Dawn,Icarus,230610
Fred V,Trust Me / Prosopagnosia,Trust Me,192613
Fred V,Proximity,Storm,182083
Fred V,Proximity,Cosmic Flowchart,178290
Fred V,Pass Me By,Pass Me By,146912
Fred V,Orphan,Sad Jungle,114827
Fred V,Apeldoorn Jamming / Atmosphere,Apeldoorn Jamming,105733
Fred V,Distance,Shadow,101249
Fred V,Pass Me By,Resolved,101105
Fred V,Proximity,Voyage,78588
Fred V,Distance,Wobbleboard,75810
Fred V,Icarus / Reaching Dawn,Reaching Dawn,64057
Fred V,Drowning In You,Drowning In You - Extended Mix,57002
Fred V,Features,Be Here Now - Fred V & Grafix Remix,49924
Fred V,Away,Away - Kyrist Remix,37483
Fred V,Orphan,Hands Of Time,34441
Fred V,Trust Me / Prosopagnosia,Prosopagnosia,34422
Fred V,Features,Hush Little Baby (feat. Ed Sheeran) - Fred V & Grafix Remix,22080
Fred V,Angry Jazzer,Angry Jazzer,16902
Fred V,Features,Renaissance,0
Besomorph,Zombie,Zombie (Zombic & Felix Schorn Remix),24253475
Besomorph,Apologize,Apologize,22613113
Besomorph,Redemption,Redemption,21203745
Besomorph,Sweet Dreams,Sweet Dreams,11748231
Besomorph,Death Bed,Death Bed,10661855
Besomorph,Who Am I,Who Am I,9288121
Besomorph,Army,Army,9028912
Besomorph,Zombie,Zombie,8079033
Besomorph,Cradles,Cradles,7336047
Besomorph,Sweet Dreams,Sweet Dreams (Scott Rill Remix),6455055
Besomorph,Hate Me,Hate Me,5947526
Besomorph,Stature,Stature,5311000
Besomorph,What I've Done,What I've Done,4020991
Besomorph,IDGAF,IDGAF,3898295
Besomorph,Falling,Falling,3897064
Besomorph,Monster,Monster,3877892
Besomorph,Dangerous,Dangerous,2945760
Besomorph,White Line,White Line,2707994
Besomorph,Playing With My Heart,Playing With My Heart,2621723
Besomorph,Nightmare,Nightmare,2434896
Besomorph,Virus,Virus,2342457
Besomorph,Wilted,Wilted,2011201
Besomorph,Hostage,Hostage,1979939
Besomorph,Dead To Me,Dead To Me,1936078
Besomorph,Anxiety,Anxiety,1890875
Besomorph,Six Feet Deep,Six Feet Deep,1760561
Besomorph,Ego Overdose,Ego Overdose,1649091
Besomorph,Zombie,Zombie (RudeLies Remix),1646018
Besomorph,Afterlife,Afterlife,1641329
Besomorph,Born To Die,Born To Die,1563617
Besomorph,Scream,Scream,1346576
Besomorph,Origin,Origin,1334702
Besomorph,84,84,1182885
Besomorph,Lost in Translation,Lost in Translation,1156576
Besomorph,On the Line,On the Line,1131214
Besomorph,you should see me in a crown,you should see me in a crown,1047115
Besomorph,Back to Black,Back to Black,1009267
Besomorph,Schism,Schism,962145
Besomorph,Out of Sight,Out of Sight,956718
Besomorph,Why Do You Lie To Me,Why Do You Lie To Me (feat. Lil Baby) - Besomorph Remix,953336
Besomorph,Disobedient,Disobedient,923100
Besomorph,Nobody,Nobody,887754
Besomorph,Lonely,Lonely - Besomorph Remix,880603
Besomorph,Seventh Day,Seventh Day,844991
Besomorph,You,You,812203
Besomorph,Khasarah,Khasarah,806417
Besomorph,1985,1985,713867
Besomorph,DNGRS,DNGRS,648250
Besomorph,Misbelief,Misbelief,631930
Besomorph,Cycles,Cycles,619944
Besomorph,Se??orita,Se??orita,607713
Besomorph,Fear in My Eyes,Fear in My Eyes,601719
Besomorph,2977,2977,586765
Besomorph,No Winter,No Winter,567036
Besomorph,Into You,Into You,554106
Besomorph,Myself Again,Myself Again,520137
Besomorph,Unerasable,Unerasable,512323
Besomorph,Taintless,Taintless,421111
Besomorph,Barbarian,Barbarian,419903
Besomorph,Crush,Crush,405065
Besomorph,No More,No More,363420
Besomorph,Numb,Numb,345695
Besomorph,Saturdays,Saturdays,343169
Besomorph,Sweet Dreams,Sweet Dreams (9Lives Remix),332806
Besomorph,Say It Now,Say It Now,309026
Besomorph,Fall Apart,Fall Apart,305456
Besomorph,Valyrian,Valyrian,281779
Besomorph,Over Me,Over Me,248673
Besomorph,Stuck Inside,Stuck Inside,248298
Besomorph,Running Away,Running Away,229765
Besomorph,Paranoid,Paranoid,217810
Besomorph,Distorted Memories,Distorted Memories,155485
Besomorph,Like Always,Like Always,150149
Besomorph,In My Dreams,In My Dreams,137759
Besomorph,Onoda Hiro,Onoda Hiro,95038
Besomorph,2977,2977 - VIP,91282
Besomorph,Nightcall,Nightcall,69856
Rasster,SAD,SAD - Imanbek xxx Remix,58306497
Rasster,Features,Used To Be - Rasster Remix,9937438
Rasster,Summer Stories,Summer Stories - Radio Edit,931454
Rasster,Orphan,Sad,820814
Rasster,Djara,Djara,786481
Rasster,SAD,SAD,712325
Rasster,The Motion,The Motion,314651
Rasster,Alligator,Alligator,313294
Rasster,Features,Clever,294313
Rasster,Follow Me,Liquid,277801
Rasster,Invincible EP,Invincible,254050
Rasster,Phantom,Phantom,249197
Rasster,Sweet Mistake,Sweet Mistake - Radio Edit,220620
Rasster,Summer Stories,Summer Stories - Tarmo Radio Edit,215799
Rasster,Nostrum,Nostrum - Radio Edit,193475
Rasster,Numb,Numb,162166
Rasster,Black Dragon,Black Dragon,131974
Rasster,Follow Me,Follow Me,127406
Rasster,Invincible EP,Slow It Down,109332
Rasster,Love / Take U Back,Love (Give Me),105260
Rasster,Follow Me,This Is My Life,99842
Rasster,Morphine,Morphine (feat. GVO LV),92707
Rasster,Higher,Higher,79923
Rasster,This Is My Life,This Is My Life - Radio Deluxe,75902
Rasster,Features,Goodbye - Rasster Remix,75476
Rasster,Silence,Silence,66983
Rasster,Orphan,Nostrum (ASOT 731) - Original Mix,65406
Rasster,Deja Vu,Deja Vu,61605
Rasster,Wherever U Are,Wherever U Are,55947
Rasster,What Happened / Come Alive,What Happened (feat. Tara Rautenbach) (feat. Tara Rautenbach),40505
Rasster,Collide,Collide,26158
Rasster,Yesterday,Yesterday,20204
Rasster,Orphan,Together,15620
Rasster,Invincible EP,Wild Times,13767
Rasster,Love / Take U Back,Take U Back,11129
Rasster,Summer Stories,Summer Stories - Extended Mix,10657
Rasster,Deja Vu,Lalala,9718
Rasster,Alligator Remixes,Alligator (Honso Remix),9516
Rasster,Versailles,Versailles,8624
Rasster,Summer Stories,Summer Stories - Tarmo Remix,8462
Rasster,Orphan,Alive,8326
Rasster,What Happened / Come Alive,Come Alive (feat. Medi Kay) (feat. Medi Kay),7418
Rasster,Nostrum,Nostrum - Original Mix,6512
Rasster,Invincible EP,Red Dragon,5294
Rasster,Features,Come With Me,5201
Rasster,Gravitation,Gravitation - Madsaw Remix,4405
Rasster,Orphan,Together (Mix Cut),4186
Rasster,Higher,Higher - Extended Mix,4174
Rasster,Sweet Mistake,Sweet Mistake - Extended Mix,4095
Rasster,This Is My Life,This Is My Life - Extended Deluxe,3988
Rasster,Deja Vu,Stay Down,3242
Rasster,This Is My Life,This Is My Life - Extended Mix,2755
Rasster,Gravitation,Gravitation - Harddope Remix,2266
Rasster,Features,Leave A Message - Rasster Remix,2116
Rasster,Alligator Remixes,Alligator (TRITICUM Remix),1981
Rasster,Alligator Remixes,Alligator (Jakonda & Nejtrino Remix),1638
Rasster,Alligator Remixes,Alligator (Tekraw Remix),1542
Rasster,Alligator Remixes,Alligator (Relyve Remix),0
Felix Jaehn,I,Cheerleader - Felix Jaehn Remix / Radio Edit,1174848893
Felix Jaehn,I,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),561875254
Felix Jaehn,So Close,So Close,290507460
Felix Jaehn,Some Say,Some Say - Felix Jaehn Remix,269994889
Felix Jaehn,I,Hot2Touch,155470049
Felix Jaehn,Close Your Eyes,Close Your Eyes,152357970
Felix Jaehn,I,Feel Good,146761626
Felix Jaehn,I,Bonfire (feat. ALMA),131030555
Felix Jaehn,All The Lies,All The Lies,114547000
Felix Jaehn,Thank You [Not So Bad],Thank You [Not So Bad],101136791
Felix Jaehn,I,"Jennie (feat. R. City, Bori)",98942040
Felix Jaehn,I,Book Of Love (feat. Polina),72326260
Felix Jaehn,Features,Fantasy - Felix Jaehn Remix,69806928
Felix Jaehn,No Therapy,No Therapy,68269849
Felix Jaehn,I,"Cool (feat. Marc E. Bassy, Gucci Mane)",56036520
Felix Jaehn,I,Photograph - Felix Jaehn Remix,54568512
Felix Jaehn,Features,Cheerleader (feat. Nicky Jam) - Felix Jaehn Remix,54204380
Felix Jaehn,Where The Lights Are Low,Where The Lights Are Low,50387928
Felix Jaehn,Love On Myself,Love On Myself,50163106
Felix Jaehn,SICKO,SICKO,47493768
Felix Jaehn,I,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)",43588261
Felix Jaehn,Features,Masterpiece,36351260
Felix Jaehn,Can't Go Home,Can't Go Home (feat. Adam Lambert) - Radio Edit,35120175
Felix Jaehn,Features,One More Time (feat. Alida),33094306
Felix Jaehn,Never Alone,Never Alone,32323327
Felix Jaehn,Your Soul,Your Soul (Holding On),25045222
Felix Jaehn,Shine,Shine,24513598
Felix Jaehn,I Remixed,Cut The Cord - Felix Jaehn vs. Hitimpulse,22100512
Felix Jaehn,I,I Do,21555321
Felix Jaehn,Bonfire,Bonfire - Chris Lake Remix,16452861
Felix Jaehn,I Remixed,Keep Your Head Up,15961421
Felix Jaehn,Features,The Nights - Felix Jaehn Remix,15370264
Felix Jaehn,I Just Wanna,I Just Wanna (feat. Bow Anderson),12109119
Felix Jaehn,Shine,Shine - Matoma Remix,11661661
Felix Jaehn,Ain't Nobody,Ain't Nobody (Loves Me Better) - Extended Mix,10684065
Felix Jaehn,I,Jeder f??r Jeden,10600325
Felix Jaehn,All The Lies,All The Lies - Toby Romeo Remix Edit,9459282
Felix Jaehn,SICKO,SICKO - Felix Jaehn Remix,8496545
